title, release, cast1, cast2, cast3, cast4, cast5, crew1, crew2, crew3, crew4, crew5, genra, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
The Train Stops for Two Minutes, 1972-11-11, Oleg Vidov, Valentina Telichkina, Alla Budnitskaya, Lyudmila Ivanova, Yuriy Sarantsev, Aleksandr Orlov, , , , , Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Four Times That Night, 1972-04-15, Daniela Giordano, Brett Halsey, Dick Randall, Valeria Sabel, Michael Hinz, Mario Bava, Mario Moroni, Carl Ross, Dick Randall, Alfredo Leone, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Facing the Giants, 2006-09-29, James Blackwell, Alex Kendrick, Shannen Fields, Chris WIllis, Tracy Goode, Alex Kendrick, Alex Kendrick, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Inextinguishable Fire, 1969-07-26, , , , , , Harun Farocki, Helke Sander, Gerd Conradt, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prancer, 1989-11-17, Sam Elliott, Rebecca Harrell Tickell, Cloris Leachman, Abe Vigoda, Michael Constantine, John D. Hancock, Greg Taylor, , , , Drama-Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Playaz Court, 2000-01-01, Ajai Sanders, Charles Robinson, Alexandria Hee, Stanley Malveaux, Lorenzo Rayburn, , , , , , Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Patton Oswalt: No Reason to Complain, 2006-04-04, Patton Oswalt, , , , , Patton Oswalt, Paul Miller, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Monty Python's Life of Brian, 1979-08-16, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Terry Jones, John Goldstone, Geoffrey Burgon, Peter Biziou, Julian Doyle, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pink Project - The Wall 2010, 2011-02-01, , , , , , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Low Tide, 2012-09-02, Daniel Blanchard, Melissa McKinney, Vernon Wilbanks, , , Roberto Minervini, , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Hypnosis, 2011-06-23, Federigo Ceci, Daniela Virgilio, Nicola Baldoni, , , Davide Tartarini, Andrea Pagliaro, Alfonso De Munno, , , Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Cold Comfort Farm, 1995-01-01, Eileen Atkins, Kate Beckinsale, Sheila Burrell, Stephen Fry, Freddie Jones, John Schlesinger, Malcolm Bradbury, Amy Roberts, Chris Seager, Mark Day, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Pride Bushido 13, 2006-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Living, 2012-08-30, Yana Troyanova, Aleksey Filimonov, Olga Lapshina, Yevgeni Syty, Anna Ukolova, Vasili Sigarev, Dasha Danilova, Vasili Sigarev, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Forever's Not So Long, 2009-06-01, , , , , , Garrett Murray, Shawn Morrison, , , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mokpo the Harbor, 2004-02-20, Cha In-Pyo, Jung Hee-Tae, , , , Ji-hoon Kim, Ji-hoon Kim, Su-nam Lee, Na Hyeon, In-taek Yoo, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pelt, 2011-04-02, Ryan Boone, Justin Welborn, Ashley Watkins, Travis Goodman, , Richard Swindell, , , , , Comedy-Horror,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
An American Dream, 1966-08-31, Stuart Whitman, Janet Leigh, Eleanor Parker, Barry Sullivan, Lloyd Nolan, Robert Gist, Mann Rubin, Norman Mailer, William Conrad, Jimmy Lydon, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Jake Johannsen: I Love You, 2010-01-01, Jake Johannsen, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
But Not For Me, 1959-08-19, Clark Gable, Carroll Baker, Lilli Palmer, Lee J. Cobb, Barry Coe, Walter Lang, John Michael Hayes, Samson Raphaelson, , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ellery Queen and the Perfect Crime, 1941-08-14, Ralph Bellamy, Margaret Lindsay, Charley Grapewin, Spring Byington, H.B. Warner, James P. Hogan, , , , , Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Beasties, 1991-05-05, Eric C. Bushman, Denise Mora, James Jefferies, Brenda Stubbe, Eric DelaBarre, Steven Paul Contreras, Steven Paul Contreras, , , , Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Captain Beefheart: Under Review, 2006-04-25, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Blue Suede Shoes, 1980-09-08, Bill Haley, Ray Campi, Freddie Fingers Lee, Kevin Carey, Eddie Cochran, Curtis Clark, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Betty Boop's Museum, 1932-12-16, Mae Questel, , , , , Dave Fleischer, Max Fleischer, William Henning, Reuben Timmins, , Animation-Comedy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Black Rebels, 1960-03-19, Rita Moreno, Mark Damon, Gerald Mohr, Al Freeman,  Jr., Richard L. Bare, William Rowland, Irma Berk, Morris Lee Green, William Rowland, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Thorn in the Heart, 2010-04-02, Suzette Gondry, Jean-Yves Gondry, Michel Gondry, , , Michel Gondry, , , , , Documentary-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Winter's Daughter, 2011-10-20, Ursula Werner, Nina Monka, Domonik Novak, Leon Seidel, , Johannes Schmid, Michaela Hinnenthal, Thomas Schmid, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hoedown Showdown, 2002-02-08, , , , , , , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mr. Bricks: A Heavy Metal Murder Musical, 2011-01-01, Tim Dax, Nicola Fiore, Vito Trigo, Sharmeen Azmudeh, Richard Barone, Travis Campbell, Travis Campbell, Lauren Miller, Nicola Fiore, Justin A. Martell, Crime-Horror-Music,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Curse of the Deserted, 2010-08-12, Shawn Yue, Kitty Zhang Yuqi, , , , Chi Kwong Cheung, Manfred Wong, Law Chi-Leung, , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Adventures of Goopy and Bagha, 1969-05-08, Tapan Chatterjee, Robi Ghosh, Santosh Dutta, , , Satyajit Ray, Satyajit Ray, Soumendu Roy, Satyajit Ray, Upendra Kishore Raychowdhuri, Family-Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Chunganggonggyoksu, 1978-01-30, In Son Cha, Chang-su Choi, Chol Gyu Ham, Chol Kim, Tae-su Pak, Kil-in Kim, Chong-song Pak, Ju Yong Sol, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Rocket-bye Baby, 1956-08-04, Daws Butler, June Foray, , , , Chuck Jones, Michael Maltese, Edward Selzer, Treg Brown, Ken Harris, Animation-Comedy-Family,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Der Fuehrer's Face, 1943-01-01, Clarence Nash, Billy Bletcher, , , , Jack Kinney, Joe Grant, Dick Huemer, Bob Carlson, Les Clark, Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Beautiful Budapest, 1938-01-01, James A. FitzPatrick, , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Last Communist, 2006-02-17, , , , , , Amir Muhammad, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Big Show, 1923-02-24, , , , , , Robert F. McGowan, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Satan's Whip, 2008-03-08, Robert Field, , , , , , , , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lennox Lewis vs. Mike Tyson, 2002-06-08, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Sword of the Barbarians, 1982-11-27, Pietro Torrisi, Yvonne Fraschetti, Mario Novelli, Xiomara Rodriguez, Margareta Rance, Michele Massimo Tarantini, Piero Regnoli, Pino Buricchi, Umberto Innocenzi, Ettore Spagnuolo, Action-Adventure-Fantasy-Foreign-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,,
Death Becomes Them: The Musical!, 2006-10-03, , , , , , Dan Lund, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
El Caballo Del Diablo, 1975-08-21, , , , , , Federico Curiel, , , , , Action-Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
Max Keeble's Big Move, 2001-10-05, Alex D. Linz, Zena Grey, Nora Dunn, Larry Miller, Josh Peck, Tim Hill, Jonathan Bernstein, Mark Blackwell, James Greer, , Comedy-Family-Fantasy-ScienceFiction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,
Avalon: Beyond the Abyss, 1999-01-01, Parker Stevenson, Mehgan Heaney-Grier, Billy Rieck, Shelli Lether, Krista Allen, Chris Ruppenthal, Philip Sgriccia, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cinematic Titanic: Frankenstein's Castle of Freaks, 2008-11-24, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Crusoe, 1988-06-30, Aidan Quinn, Ade Sapara, Elvis Payne, Richard D. Sharp, Shane Rimmer, Caleb Deschanel, Walon Green, Daniel Defoe, , , Action-Adventure-Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,
A Switchback Railway, 1898-01-01, , , , , , Robert W. Paul, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
So I Married an Axe Murderer, 1993-07-30, Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer, Brenda Fricker, Thomas Schlamme, Robbie Fox, Robert N. Fried, Bernard Williams, Cary Woods, Comedy-Crime-Romance,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Don't Look Up, 1996-03-22, , , , , , Hideo Nakata, , , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jimi Hendrix - From the Ukulele to the Strat, 2005-01-27, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Threshold - Critical Energy, 2004-02-24, , , , , , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Last of the Finest, 1990-03-09, Brian Dennehy, Joe Pantoliano, Jeff Fahey, Bill Paxton, Michael C. Gwynne, John Mackenzie, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Physical Graffiti, 1998-01-01, Jim Rose, Shaun Palmer, Jamie Thomas, , , Jim Rose, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Buona giornata, 2012-03-30, Diego Abatantuono, Fabrizio Apolloni, Lino Banfi, Alessandro Bressanello, Gabriele Cirilli, Carlo Vanzina, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Big Bet, 1985-01-01, Lance Sloane, Kim Evenson, Sylvia Kristel, Ron Thomas, Robert Anthony Marcucci, Bert I. Gordon, Bert I. Gordon, Bert I. Gordon, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ovos de Dinossauro na Sala de Estar, 2011-01-01, , , , , , Rafael Urban, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Occupation: Dreamland, 2005-03-11, , , , , , , , , , , Documentary-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Beauty and the Beast, 2009-11-04, Estella Warren, Rhett Giles, Victor Parascos, Vanessa Gray, Tony Bellette, David Lister, Gavin Scott, , , , Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
The Best Day of My Life, 2002-04-12, Virna Lisi, Luigi Lo Cascio, Margherita Buy, Ricky Tognazzi, , Cristina Comencini, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Colour Me Kubrick: A True...ish Story, 2005-01-01, John Malkovich, Sam Redford, , , , Brian W. Cook, , , , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Aki Na Ukwa, 2002-04-26, Chinedu Ikedieze, Osita Iheme, Amaechi Muonagor, , , Amayo Uzo Philips, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rabbit's Moon, 1950-01-01, Andre Soubeyran, Claude Revenant, Nadine Valence, , , Kenneth Anger, , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Attack of the Puppet People, 1958-04-01, John Agar, John Hoyt, June Kenney, Susan Gordon, Michael Mark, Bert I. Gordon, Bert I. Gordon, George Worthing Yates, , , Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Cameriera bella presenza offresi..., 1951-11-03, Elsa Merlini, Gino Cervi, Giulietta Masina, Alberto Sordi, Eduardo De Filippo, Giorgio Pastina, Agenore Incrocci, Aldo De Benedetti, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Boys of Tomorrow, 2006-10-12, Yoo Ah-In, Byeong-seok Kim, Choi Jae-sung, Lee Dong-Ho, , No Dong-Seok, No Dong-Seok, Kim Jo Kwang Su, Jo Sang-Yon, , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Outlaw of Gor, 1988-12-01, Jack Palance, Urbano Barberini, Rebecca Ferratti, Russel Savadier, Donna Denton, John 'Bud' Cardos, Johan van de Vyfer, , , , Action-Fantasy-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
Freeway Speedway 2, 1990-07-06, , , , , , , , , , , Action-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Mitsuko Delivers, 2011-11-05, Riisa Naka, Aoi Nakamura, Ryo Ishibashi, , , Yuya Ishii, Yuya Ishii, , , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sarah Geronimo: In Motion The Concert, 2007-07-14, Sarah Geronimo, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
UFC 7.5 Ultimate Ultimate, 1995-12-16, Dan Severn, Oleg Taktarov, Marco Ruas, Tank Abbott, Keith Hackney, , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hotel Gramercy Park, 2008-04-26, , , , , , Douglas Keeve, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
American Drug War: The Last White Hope, 2007-01-01, Joe Arpaio, Jello Biafra, Jeff Blackburn, , , Kevin Booth, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Orange Love, 2007-05-19, Olga Makeeva, Aleksey Chadov, , , , Alan Badoev, , , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
M.D. Geist, 1986-08-13, Norio Wakamoto, Norio Wakamoto, Akio Nojima, Fumi Hirano, Takeshi Watabe, Hayato Ikeda, Koichi Ohata, Riku Sanjo, Youichi Takahashi, , Action-Animation-ScienceFiction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Heartland, 2007-01-01, Corey Sorenson, Lachlan Nieboer, Marvin Naftal, , , Mark Christopher, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Goodnight for Justice: Queen of Hearts, 2013-01-26, Luke Perry, Katharine Isabelle, Ricky Schroder, Ryan Robbins, Ryan Robbins, Luke Perry, Tippi Dobrofsky, Neal H. Dobrofsky, Luke Perry, Randy Cheveldave, Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
The Golden Seal, 1971-06-23, Chung Wa, Wang Ping, Ku Feng, Chan Shen, Yue Fung, Runme Shaw, Tien Feng, Wong Yi-Wa, Chiang Hsing-Lung, , Action-Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
Paavo Nurmi - The Man and His Times, 1978-01-21, , , , , , Peter von Bagh, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pink Angels, 1972-05-12, John Alderman, Tom Basham, Bruce Kimball, Henry Olek, Maurice Warfield, Larry G. Brown, Margaret McPherson, Edward Atkinson, Mas Kamatani, Patrick J. Murphy, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Crime Partners, 2003-01-01, Tyrin Turner, John 'B.J.' Bryant, Clifton Powell, Jeanette Branch, , J. Jesses Smith, Donald Goines, Kenneth McGriff, , , Drama-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Last Hunt, 1956-04-30, Robert Taylor, Stewart Granger, Lloyd Nolan, Debra Paget, Russ Tamblyn, Richard Brooks, Richard Brooks, Milton Lott, , , Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
One Hundred Days After Childhood, 1975-12-01, Boris Tokarev, Tatyana Drubich, Irina Malysheva, Yuri Agilin, Sergey Shakurov, Aleksandr Aleksandrov, Sergey Solovyov, Sergey Solovyov, , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Promises to Keep, 1988-01-01, , , , , , Ginny Durrin, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Return to the Hiding Place, 2011-08-22, John Rhys-Davies, Mimi Sagadin , Craig Robert Young, David Thomas Jenkins, Rachel Spencer Hewitt, Peter C. Spencer, Peter C. Spencer, , , , Drama-History-Thriller-War,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,,
Hood to Coast, 2011-01-11, , , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Seatrout Secrets 2 - Coastal Fly, 2009-04-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cocoon, 1985-06-21, Steve Guttenberg, Tahnee Welch, Brian Dennehy, Don Ameche, Wilford Brimley, Tom Benedek, David Brown, Lili Fini Zanuck, Richard D. Zanuck, James Horner, Comedy-Drama-ScienceFiction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
Maximum Breakout, 1991-01-01, Bobby Johnston, Eddie Hopper, Carrie Murray, Sydney Coale, Tom Blanton, Tracy Lynch Britton, Michelle J. Carl, Ruta K. Aras, David Winters, Tracy Lynch Britton, Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
The Steagle, 1971-09-15, , , , , , Paul Sylbert, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Event Horizon, 1997-08-14, Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Paul W.S. Anderson, Jeremy Bolt, Lawrence Gordon, Nick Gillott, Adrian Biddle, Horror-Mystery-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
The Medical Aspects of Nuclear Radiation, 1950-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Duel of Masters, 1983-09-21, Norman Chu, Emily Chu, , , , Wilson Tong, Ching-Piao Yeh, , , , Action-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
The  Case Of Itaewon Homicide, 2010-09-09, Go Chang Suk , Song Joong Ki, Jang Keun-suk, Jung Jin-young, Il-hwa Choi, Ki-seon Hong, Maeng-yu Lee, David Cho, , , Crime-Foreign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Zemanovaload, 2007-01-01, Ed Byrne, Georgina Chapman, Olivia Colman, Gemma Cowap, , Jayson Rothwell, Jayson Rothwell, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pat Shortt - You Won't Get Away With That Here, 2006-11-04, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Evil's City, 2005-01-01, Brandon Largent, America Young, Karl Champley, Kathryn Carner, Laura Mazur, Tom Lewis, Randy Bulleit, Tom Lewis, John B. Ratterman III, Susan Calhoun-Voss, Action-Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Guardami, 1999-10-09, Elisabetta Cavallotti, Stefania Orsola Garello, Flavio Insinna, Gianluca Gobbi, Claudio Spadaro, Davide Ferrario, Davide Ferrario, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Word Wars, 2004-05-28, Mike Birbiglia, Joe Edley, Matt Graham, Marlon Hill, Joel Sherman, Eric Chaikin, Julian Petrillo, Eric Chaikin, Udy Epstein, Vivian Schiller, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Double Penetration Tryouts 11, 2010-01-01, Tory Lane, Mackenzee Pierce, Madison Parker, Tarra Lynn Foxx, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Atom Goes to Sea, 1954-01-01, , , , , , True Boardman, Larry Kroger, John Sutherland, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Brooklyn Bridge, 1981-11-01, , , , , , Ken Burns, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Hidden, 2011-04-21, Sean Clement, Simonetta Solder, Jordan Hayes, Jason Blicker, Bjanka Murgel , Antoine Thomas, Mariano Baino, , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dirkie - Lost in the Desert, 1970-07-01, Wynand Uys, Jamie Uys, Lady Frolic of Belvedale, Wilhelm Esterhuizen, Sue Burman, Jamie Uys, , , , , Adventure-Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Oliver Kahn und die Dinge des Lebens, 2006-06-06, , , , , , Marin Martschewski, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ninja Vixens: Crimson Blades, 2006-09-26, Yukashi Otaki, Kenji Arai, Mayuko Sawada, Ryouji Sugimoto, Reika, Hitoshi Taguchi, Hitoshi Taguchi, , , , Action-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Song of the Dead, 1980-04-17, Suk Jeon, Ji Mi-ok, Am Park, Kim Gi-jong, , Park Yun-gyo, Yu Il-su, , , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Caucus, 2013-04-30, , , , , , AJ Schnack, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Missing Person, 2009-01-16, Michael Shannon, Amy Ryan, Frank Wood, Linda Emond, , Noah Buschel, Noah Buschel, , , , Comedy-Drama-Mystery-Thriller,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
2006 Texas Bowl, 2006-12-28, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Strictly Background, 2007-03-23, , , , , , Jason Connell, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
UFC on FX: Johnson vs. McCall, 2012-06-08, Demetrious Johnson, Ian McCall, Erick Silva, Charlie Brenneman, Mike Pyle, , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Grimas, 2012-05-18, Anouk van der Steen, Joris Nuijten, Renate Pauw, Renske Bijlsma, Thomas Drevers, Arjen Rooseboom, Arjen Rooseboom, Arjen Rooseboom, Sjoerd Rooseboom, David van Zeeland, Comedy-Horror-Thriller,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Batgirl, 1967-01-01, Yvonne Craig, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Silver Surfer, 1992-12-31, , , , , , Erik Fleming, Jeff Eastin, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
